user name,alert name,indicator name,indicator type,score,value,hourly / daily,start time,chartType,description,historgram last 30 days,pie last 30 days,time,dataSource,id
fletch5y,,Abnormal File Access Event,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,187
rvalintine5z,,User account enabled,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,188
oblundon60,,Abnormal Logon Time,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,189
drennick61,,Multiple Member Additions to Enterprise Critical Groups,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,190
fbassick62,,Excessive Amount of Files Moved to File System,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,191
csaveall63,,Abnormal Computer,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,192
ahatzar64,,Abnormal Active Directory Change,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,193
kdreghorn65,,Abnormal File Access Permission Change,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,194
aollerton66,,User Password Never Expires option changed,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,195
rthomlinson67,,Multiple Folder Open Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,196
hbolsover68,,Multiple Failed File Access Permission Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,197
jstainer69,,User password changed by non-owner,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,198
eaberkirdo6a,,Excessive Amount of Files Moved from File System,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,199
lhixson6b,,Logged into Multiple Domains,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,200
eibbotson6c,,Excessive Amount of Files Moved to File System,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,201
sbrisland6d,,Abnormal Active Directory Change,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,202
escholes6e,,Logged into Multiple Domains,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,203
rfant6f,,User account locked,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,204
bclist6g,,Multiple File Rename Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,205
chearl6i,,User Password Never Expires option changed,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,206
mgravatt6j,,Multiple Group Membership Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,207
mfairfull6k,,Multiple Group Membership Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,208
rboraston6l,,Abnormal Remote Computer,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,209
pmulbry6m,,Logged onto Multiple Computers,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,210
swestollrr,,Multiple File Delete Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,211
esteaning0,,Logged onto Multiple Computers,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,212
sfoucar1,,Abnormal Active Directory Change Time,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,213
bmcfarlane2,,Multiple Successful Authentications,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,214
cplaide3,,Abnormal Active Directory Change Time,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,215
igheorghescu4,,Abnormal Computer,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,216
spioch5,,Abnormal File Access Event,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,217
ygallifont6,,Multiple User Account Management Changes,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,218
bdael7,,Abnormal Active Directory Change Time,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,219
pjoerning8,,User account disabled,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,220
ericoald9,,User password changed by non-owner,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,221
ldsouzaa,,User account disabled,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,222
cpetzoldb,,Excessive Amount of Files Moved to File System,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,223
nheaseman6h,,Multiple Account Management Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,224
fdickond,,Multiple Failed File Access Permission Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,225
llawforde,,Multiple Folder Open Events,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,226
srubinskyf,,Multiple File Access Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,227
kheaffeyg,,Multiple File Rename Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,228
mdensellh,,Abnormal Active Directory Change,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,229
bpiscoi,,Multiple File Rename Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,230
mgersonj,,Multiple File Open Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,231
pcushellyk,,Logged onto Multiple Computers,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,232
kgethousel,,Multiple File Delete Events,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,233
nbleasdillem,,Member added to critical enterprise group,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,234
eerdesn,,Multiple Failed File Access Permission Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,235
crapao,,Logged onto Multiple Computers,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,236
troganp,,User account locked,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,237
fjedrysikq,,User Password Never Expires option changed,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,238
dgonnetr,,User account unlocked,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,239
lwhittocks,,Multiple Failed Authentications,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,240
amaginott,,User password changed by non-owner,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,241
xgingellu,,User account disabled,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,242
rscamadenv,,Abnormal Active Directory Change Time,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,243
bnaptonw,,User Password Never Expires option changed,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,244
llavertyx,,Multiple Group Membership Changes,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,245
nmithamy,,Abnormal Active Directory Change,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,246
dwadleyz,,Multiple File Access Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,247
pmatashkin10,,User Password Never Expires option changed,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,248
rmcnair11,,Multiple File Rename Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,249
wchingedehals12,,Multiple Account Management Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,250
ceriksson13,,Multiple Account Management Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,251
lfortesquieu14,,Multiple Successful Authentications,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,252
eledes15,,Multiple Failed Account Management Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,253
jrigby16,,User account locked,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,254
acreber17,,Nested member added to critical enterprise group,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,255
cmorford18,,Multiple Failed Account Management Changes,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,256
clammin19,,Multiple File Access Permission Changes,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,257
sbraga1a,,Multiple Group Membership Changes,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,258
hkelwaybamber1b,,Nested member added to critical enterprise group,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,259
hcymper1c,,Admin changed his own password,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,260
calldritt1d,,Multiple Failed Authentications,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,261
lcaseborne1e,,User account locked,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,262
asydenham1f,,Member added to critical enterprise group,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,263
cchadderton1g,,Multiple Member Additions to Enterprise Critical Groups,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,264
athrower1h,,Multiple Failed File Access Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,265
cvanderweedenburg1i,,Abnormal Remote Computer,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,266
hwinterton1j,,Nested member added to critical enterprise group,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,267
rswynley1k,,User account disabled,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,268
dsiggers1l,,Nested member added to critical enterprise group,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,269
dbrognot1m,,User account enabled,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,270
cwharlton1n,,Multiple Folder Open Events,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,271
kallam1o,,Multiple User Account Management Changes,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,272
cuzelli1p,,User account disabled,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,273
wspurier1q,,Multiple File Rename Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,274
uromei1r,,Multiple Folder Open Events,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,275
cwoodlands1s,,Abnormal Remote Computer,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,276
tkaemena1t,,Admin changed his own password,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,277
aguyver1u,,Multiple File Open Events,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,278
vtallach1v,,Multiple File Access Permission Changes,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,279
mnewbegin1w,,Multiple File Access Events,AnomalyAggregatedEvent,70,3,Hourly,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,280
lcorrao1x,,Excessive Amount of Files Moved from File System,AnomalyAggregatedEvent,70,3,Daily,Oct 28 2017 06:00:00 GMT+0000,Histogram,A user had been added to multiple privileged groups,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","last 30 days: 0,…,0",,active_directory,281
