date,time_detected,user_sid,user,origin_ipv4,origin_ipv6,description,server_dn,computer,os_version,domain,event,action,subsystem,result,indicator_ids,Old value,new value
2017-10-22T19:00:46Z,18:03:33,15348288f18960466cb7e6c078267b6050b313c9,phaselwood6x,157.218.185.251,5249:c381:54b6:5864:5bef:645:d688:a11,,,Voltsillam,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-13-24T09:30:18Z,07:03:47,c327763d13ee703e1e43f4273de77c0cb1a4f41d,dmontes6y,238.21.247.164,4301:fffc:9946:b037:fd34:69dc:6461:4b38,,,Lotstring,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-05-08T18:46:25Z,00:52:38,3d77d1e3368fde550a27d1856def5f474472cba2,apenney6z,118.178.121.114,78ca:b5a6:d08a:ec85:9414:96a1:b7ca:dd1,,,Stronghold,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-10-09T13:26:55Z,10:14:33,bbdc6378caeed0b3f47755a87c3d944a8d1b2829,ihuscroft70,79.30.58.18,3860:90af:a201:be8f:a319:f29b:ac6b:f48e,,,Flexidy,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-05-24T23:51:17Z,19:23:20,112fe2c40e9bea382a154700d7ca778a5cfd5f7b,chiley71,170.208.165.167,e26d:45f5:6113:4e01:4252:793f:d1f0:f13,,,Ronstring,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-06-10T21:51:19Z,10:57:55,5a21d790ab62c68fe13bf2bfd1726cd0a305ed2e,mpinchbeck72,95.171.34.96,1aa1:e0de:a1d:4870:ba0:87be:a7f7:4836,,,Pannier,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-11-07T05:39:01Z,20:11:59,7ea47e7a42cc42949d9930f119cce7eb5fe97ac9,rleving73,67.9.206.194,6601:3221:d0ae:d72a:2e32:f0b1:7968:db48,,,Vagram,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-07-16T15:09:00Z,20:27:34,75615fb5b7803222f4436f61cdfadd8bfb0ae61b,umacdonogh74,194.52.141.128,c232:bbd0:fd95:dde0:8f2d:6adb:e85c:1ec0,,,Wrapsafe,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-09-31T17:49:39Z,18:20:56,7a2bb652bdc0ea4ad4491a6a34b7d93c49bdf0a1,yshepley75,214.219.66.184,8016:328a:e3c3:2379:d7a4:1dd3:e206:8478,,,Fix San,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-02-23T11:20:02Z,01:52:38,388ecc7207782d5c1a997811ae72eb4d3fca6ada,ecoon76,247.191.141.54,9cfb:5a04:dd6f:8505:53d0:9e36:c1ea:4088,,,Lotstring,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-14-25T23:11:57Z,05:59:26,4984ea3bbefd6c70d3c3dd34f862c2a82f6b569c,hcoatts77,224.68.10.130,746b:1ac1:c04f:16ae:92f9:7efd:e51d:bb47,,,Bitchip,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-11-07T00:17:10Z,16:35:16,ca9793aec5810eb352015747f4436edbb688f5c5,gmcglone78,97.64.222.207,e86a:f872:9c13:950c:b6bb:c2d8:2e5:cc49,,,Zontrax,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-02-10T05:14:58Z,03:16:42,547984cb8fa7e879e431866ddb922291cd3bb337,uhail79,212.69.43.64,bcfb:25c3:1a06:f9ba:cdc1:8b21:4cdd:2d47,,,Bitchip,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-08-04T14:17:59Z,19:05:59,d2e2d3c015563c9a4afdb6622ee3eceb32a92770,emontford7a,18.128.83.13,e5e5:ca20:147a:eef2:5d49:912b:1b8c:308e,,,Job,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-08-23T14:41:02Z,04:59:59,8e257fb7b35b213b5ed2e191ca3271fb86562431,amara7b,215.213.39.71,c640:b72e:2cc4:98cb:ad15:8821:f28b:7ba2,,,Viva,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-07T20:02:05Z,00:50:53,4f8b43743a501d524571a4eefd09e15c646ecf64,bcanario7c,78.69.192.143,b6b1:bbfb:7fa:e5d3:5c7b:d212:317:a451,,,Lotlux,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-08-10T19:31:55Z,14:39:07,852bf6e33306069cd28038ebbf883e7fa3b6df92,gtreher7d,185.128.90.75,3d37:241f:ff80:cd50:c3e3:16be:3627:e447,,,Bamity,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-13-28T05:22:34Z,17:18:02,58721c37b491a72e1f3fd2ef7d10cd746cd7adcf,asouthers7e,48.80.200.153,808f:998c:a8ce:7c65:f245:1e6b:99d6:b5a9,,,Voltsillam,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-08-15T06:54:59Z,06:52:53,da45be9c9316d9fb7f15e58e9cc90d9083d98e80,odeathe7f,190.132.223.85,6884:1172:ffe0:d8e1:bf1:8973:1bbb:4b0d,,,Cardify,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-11-16T21:12:34Z,22:25:25,b1a017ecc1ed4f6d9baa4a4a187386e7d2fbd13d,cblackleech7g,140.48.191.32,edc1:4b0f:7d0c:3ab5:bf81:91ee:c594:cc46,,,Bigtax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-10-25T12:09:40Z,04:25:55,09172b6e3e67606508238c95c0f909fe6124e30d,bhagyard7h,165.13.96.34,2666:e97e:a5d8:f4a7:63d7:e0df:8c:fcbe,,,Aerified,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-08-18T22:14:09Z,18:01:56,4dbee3cd34e1dd59137d036645619044df72fdf8,amartensen7i,118.191.199.128,11f9:76ce:bc:550c:3182:5713:44d1:54dc,,,Bigtax,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-14T22:20:26Z,05:28:35,1f3d978ac2c021bc14fd7ff092da5670b8706cca,hselvey7j,183.207.152.40,fdf6:82df:f464:8a1d:a0f4:dc56:f896:7cd4,,,Mat Lam Tam,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-05-10T20:31:01Z,01:27:26,e5a5238f689380052bcb64e16e58de0e67a8b59f,tcallander7k,155.200.64.93,f902:f653:7daa:9769:1b48:8e20:df03:350a,,,Trippledex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-09-16T23:29:44Z,00:51:27,a205d865bdf1788ee33fc4a2e9c17564ca9cb87b,sblenkinsopp7l,238.199.25.148,4ec3:f45e:4bf5:3f90:78fa:9458:bd2a:60a1,,,Overhold,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-05-01T03:21:33Z,16:35:02,6dbd8f151a3e4d1ade9a979e1bdcae84724b2bee,jluckey7m,31.152.102.98,f79f:65d6:24b4:b993:2600:20fb:c049:e5d2,,,Voyatouch,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-14-27T21:53:45Z,20:30:06,6de47e24461cd8084b88f95072f65cea0375620b,vdraco7n,245.155.1.183,fe18:2f0c:bb4f:d4e:9888:cd0d:3b8e:d94a,,,Kanlam,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-07-11T19:16:14Z,05:37:10,1e0cd884b68a3eee3d8895a97b7fc3d7db23c732,vglacken7o,183.137.6.220,a723:300a:ec25:93c5:a6aa:ea96:de0b:9d5d,,,Matsoft,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-13-06T10:31:23Z,04:27:59,b8555f2cc0787beba27f6925cf55f97aa791cfdb,pcelle7p,216.1.62.106,a8a9:8522:f4b3:2db3:6a31:c2ff:f3e:3358,,,Voltsillam,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-02-03T05:47:42Z,16:49:26,0488d4eaa508c2c8099a74f4a2472deb1bc1e46e,cwilcocke7q,155.191.49.56,dc37:398d:ce80:53b6:711a:44b6:c269:3dc0,,,Solarbreeze,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-10-23T02:41:33Z,11:02:29,7d3bc520e2027e5b9657549950f2d47b037624ae,jwyne7r,23.163.74.240,e50b:f1be:1672:8af2:978:689f:ba69:1007,,,Domainer,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-08-23T11:08:36Z,20:26:42,b51a027b955fe5905a7ddebdf176fb57477d35ec,rdevanny7s,154.133.162.27,fbd4:cd2d:3fae:b8fa:eee8:feaa:8f81:615a,,,Tin,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-15T07:47:15Z,06:45:11,a3f57328eb0fae4bfa3a5cc6783896c5d9ed6ee9,afortesquieu7t,31.221.43.87,4b54:1ec9:8480:5ed1:2c56:d1f9:9061:b567,,,Bitwolf,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-02-29T21:18:53Z,13:41:08,a066d0e0efc36f150a28ff3a01a2e7977832c18f,lscargle7u,77.243.215.31,e166:5f8:9ed8:87c3:4d6b:35de:28bc:fb51,,,Cookley,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-07-26T09:52:52Z,10:26:03,6c7cf615fbb7f9a7d1f2964a67c7308ecce81623,lgoodier7v,7.61.135.197,89f7:40c9:82b2:537:4875:bc75:8fc5:79df,,,Regrant,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-13-06T17:11:54Z,22:55:52,ffdc0d49c1c9f7b9e59ea255b71b51da2a23a39b,dspeed7w,55.9.149.70,b3aa:8a1:2e3f:973f:cbc:21a2:56ee:ee9a,,,Rank,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-10-23T17:23:35Z,10:59:49,10dd2342a7f32c02b6eac36b7e3d438a34706741,prawcliffe7x,58.0.140.126,eb28:5c25:33ff:c372:1a68:f207:ea56:a9f1,,,Redhold,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-02-31T14:20:42Z,11:09:50,eb62ba8d3489179fbccec02f181023ecdaac9ee1,hsirette7y,147.53.217.249,76e4:e1d8:d593:d1e1:5e59:c823:f9b0:1fd,,,Treeflex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-07-11T02:59:34Z,05:03:57,5df3762dde704f4dd81908b3914cda6f0b681948,ewrates7z,155.193.23.207,d6c0:cc1:9e2f:b621:9582:3cb3:146e:3338,,,Bitwolf,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-02-19T10:34:07Z,01:06:40,3c6748ec11eebde7dc16f3b881e11c4e72fb3122,dbenedtti80,163.231.233.150,693:b83f:eb9:a8df:e625:98f8:cd1f:2d5f,,,Domainer,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-07-11T07:42:33Z,16:10:45,c872e4970a8467809b2c00fcc762a3113bac8bf5,shadley81,190.216.125.56,364e:369f:1f5d:dd7:8fae:e42b:efdc:5260,,,Tempsoft,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-08-22T00:36:07Z,19:50:35,42fc50a8f3572c8c216ddedfd101e13c800ecf86,maleksandrev82,64.1.199.149,9bff:b336:d6c0:19b1:c101:fb7f:9381:1b36,,,Pannier,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-05-05T17:39:09Z,00:21:43,a0cad0c275fc9b1d7085a1c57e562077caa91446,nperell83,58.109.18.152,1b39:619:6087:69f:b5b:3800:69fb:254,,,Temp,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-05-28T14:50:06Z,17:14:07,dea8b9407d24bbc6e0bd8c74e07f68280e343562,dmegainey84,228.62.13.73,34ef:151:fc3e:bf04:a50b:786d:3b45:5be,,,Holdlamis,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-07-28T11:32:33Z,17:48:02,f409a4eaa5ba5efeec8074101d22bd8902756759,cpetric85,145.85.128.196,9e4c:ec5e:cc0b:7189:1d31:1bf5:9344:bb95,,,Viva,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-05-30T05:32:19Z,09:56:19,97e1c86c7c3f8c64f56032edbb40f27c6bec8c61,agroombridge86,93.88.76.0,9f87:5af1:1e66:1f69:b3ca:f9b7:72a7:1c18,,,Sonair,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-09-24T13:01:13Z,03:33:17,3de54daf07d8571f69f9f759a3fc9c9c9a09c49d,corrin87,179.186.168.198,700b:b66e:bf94:51:11e3:3896:b1f5:7318,,,Zoolab,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-05-13T23:30:21Z,16:49:10,1dc3312f473f4760a76d3874a6c21a4fb7be5b58,grooper88,209.164.156.45,540f:8aed:8768:1857:bb4b:d2ab:ea0b:4b06,,,Alpha,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-08-10T02:13:39Z,06:08:37,ecf811c2ee342c312b33ff4f4c055a0368f22666,mgunbie89,124.156.137.89,dbad:a906:6338:ba8:639:a869:65be:c159,,,Fintone,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-25T04:20:08Z,19:26:13,f2ef811183175ebe22916cbe18edb34196bf8c3b,ajanz8a,204.7.163.10,c049:1c10:b792:69d2:4cce:5aa:32fe:f3fc,,,Zamit,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-11-29T05:25:58Z,00:09:46,7f0200f208c06402548efb8ec9faa64d4d057612,sjennison8b,169.237.64.68,48d5:537c:4e9f:1d22:8389:8459:c8ab:feff,,,Flexidy,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-05-20T16:54:35Z,00:26:58,ba236fd75b96a55fd09a7da9eddc9c4a3c6e5303,farnopp8c,158.171.216.198,b990:3d2c:9658:1439:c638:bbd1:13b5:8e9e,,,Bytecard,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-05-05T13:44:38Z,01:15:33,4a1eb10a0e0fe402a5698aa7fb9b2793e1450a7a,oshoebottom8d,130.168.128.124,54ef:2bc4:2297:6285:6b49:229f:41d0:e09b,,,Span,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-02-03T23:31:19Z,23:57:39,2a8884b8c0619a8806f2e4c754b53423db479c66,gpycock8e,99.26.163.37,ad8c:7769:d7a:6c16:6890:6d6:4318:f0a3,,,Zoolab,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-10-26T08:31:56Z,11:05:20,ad6a456c7da8314b2fabb026ced938a4624a1621,dlightfoot8f,134.176.231.115,610e:437c:e4d6:e309:63dc:c36b:3296:eb4d,,,Cookley,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-10-06T00:51:45Z,10:35:28,602be62b8e4523a45499a40b5682ac3140e94ef6,tambage8g,34.211.183.8,69d0:53bb:bd72:533a:a7af:66b5:a0ed:5108,,,Lotstring,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-10-25T03:13:26Z,00:14:25,bb8213adfe051bb106a3199b30210ec6dbff7f3f,rharly8h,97.74.233.126,7d03:cab2:4f96:4915:3c02:7e98:1486:a46d,,,Vagram,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-07-06T12:48:47Z,11:50:43,0020435947e02063688fae78c466940854edd05b,aspringthorpe8i,89.43.17.63,b209:4563:98de:8565:cef2:4be6:2c38:9f4e,,,Hatity,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-08-26T18:51:28Z,19:06:03,f154e2df277349423722ce5e2541ef2cb9b56737,tbowskill8j,120.3.23.227,2b99:fd53:1e2d:fc41:b568:e407:8d5:2f97,,,Span,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-06-14T15:03:29Z,16:47:58,9efe97d018351dfea0df9028086dd4438b09297a,dpenhalewick8k,89.82.202.44,14a3:940b:8a2d:e334:cd1b:b6a0:892:892a,,,Cookley,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2016-10-17T05:53:55Z,02:08:14,e16901d410880cffd87bcc67a975bcd3436f0192,gmathison8l,8.197.255.61,54d:6b89:e20:6908:ce69:f22d:2ceb:c10,,,Zontrax,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-06-19T22:25:56Z,20:03:54,be881e3451afdba3fb75bfd02c49285d1ce0d146,amcmillan8m,181.33.122.10,e58a:f06f:48f1:f93c:fae8:5f76:a5cb:f709,,,Job,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2016-10-15T21:07:36Z,11:17:49,ec548dea61afbe6d8ba478fd16090968f8ea7aec,dcaress8n,121.18.160.104,7e90:31ad:9a1d:6d64:3f47:1f1d:73ce:3695,,,Y-Solowarm,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-10-03T08:38:03Z,01:36:48,3a747a6c547170393f667aebd640713884179f01,gtremathack8o,110.169.89.29,8863:40e:d9fa:dcf4:1d99:992f:c2dc:5d89,,,Toughjoyfax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-10-21T17:21:41Z,15:43:50,c64077f2446c41242598ab50511c04269edf3bae,jbliven8p,220.23.206.202,3ddf:8cc4:49fb:ad86:492e:bdbb:26df:62cc,,,Matsoft,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-09-01T00:13:43Z,10:39:18,fc0ac43dc3d779bfbb1f00920e3739cd28a15aaf,icuzen8q,228.89.247.7,305d:5479:9b5:b086:4797:f953:c827:a4b4,,,Y-Solowarm,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-14-30T06:40:46Z,09:22:25,5dee4a355a45933bb97cd3f2bc97237d642e7cb9,snorrie8r,233.106.68.231,d355:98c1:97db:d963:d5ba:8f72:3e5c:f37c,,,Solarbreeze,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-07-22T15:45:39Z,18:20:51,79a9ca54dd8451e58a78839d5626acc817a2bda7,tpugh8s,245.223.36.205,34e7:8cba:d3e2:27ac:afc4:6755:dc52:b498,,,Pannier,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-13-10T20:46:41Z,23:51:26,bf90c4f6bd614ea408f132f0fa3fec3a65ee848b,vcorradino8t,102.7.50.25,1b7:c22:19ee:a675:f4f9:40e9:4af3:fa88,,,Vagram,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-10-30T00:06:51Z,01:35:26,9b12af705fecb66cdf4f53519213bdc7c0694741,jpaddell8u,123.131.113.68,79a:9dd5:3b26:4e0d:1d9b:da8e:9f4b:3b2b,,,Voltsillam,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-02-18T21:27:52Z,17:10:52,0491d1c03e6778c38f40edb074a47573ca03a91b,kplayle8v,143.43.59.23,fd8f:3af6:bf52:c6c2:cd0:27c3:e655:bb38,,,Mat Lam Tam,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-11-06T09:24:32Z,00:20:28,d6edc913f66ee90004e398f3be191ada81fb3b2e,roppy8w,220.175.8.131,7410:64ea:abf0:b9ba:16b7:67a4:a9c5:5df8,,,Regrant,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-10-25T15:32:43Z,01:25:53,fbfd151b74c2b4622f7275a7a5829aa0779e8070,grembrant8x,172.76.12.46,3f92:8f96:4a5c:f544:1adc:7557:b884:79e9,,,Wrapsafe,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2016-13-18T09:59:28Z,11:09:53,daed0bb9d216c75cbadb1ef21ecd5ee3a2eea083,grennox8y,223.168.216.189,2415:f99d:a81a:ac90:feea:286d:f1c3:a47d,,,Solarbreeze,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-10-19T21:39:08Z,02:18:10,d8941fcd52293ed393d119e3ccf0d5cd20e60617,laltamirano8z,187.190.233.211,544f:bbaf:deb:a37c:e59:b4:d82b:e147,,,Hatity,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-09-10T07:30:06Z,03:57:10,6340425f6ecd312121efc8bf260283f8ab109952,erains90,28.138.213.125,4666:524f:a407:97fc:18bb:6801:ec8d:bf08,,,Holdlamis,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-10-21T11:58:44Z,23:07:17,228b449a4eda268b079adc7c0f1fb10eff05c7bf,fstreat91,249.140.209.107,cc66:63d3:4339:ca8d:8295:7c5e:4a5d:718e,,,Voltsillam,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-09-14T08:11:15Z,18:52:33,817510a1456efe8ba9710dad1155e807f93658aa,bnoot92,7.156.96.43,8a61:c280:a401:554f:3aff:621b:b669:d73b,,,Flexidy,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-05-24T22:23:58Z,14:55:31,42544d05953232b8afeca1c95f33d77182a4f6e0,dcorke93,29.129.221.226,d3b7:bc0c:91af:4427:77e3:d7da:d335:8b22,,,Aerified,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-11-05T06:45:33Z,10:27:04,48d38df5961f5333d111582baf8e284b8aeba25b,wrosen94,191.147.114.231,3d4d:936a:3f11:afc2:fb9:8aed:31ea:40e1,,,Gembucket,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-07-12T12:05:22Z,02:04:36,90da3f9a0c0f43765963920d0cf78976bb90cb56,glarchier95,196.179.118.20,92dc:c206:ce85:d4d9:a6f2:f592:b2ba:3125,,,Fix San,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-06-14T06:34:49Z,18:36:54,222e55eb05711d5d21ed8d8fdb841a3b2c7edee2,sknapton96,52.115.226.104,3c32:1861:f56c:72c5:21d:4d46:4663:e126,,,Alpha,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-08-03T15:32:11Z,05:07:28,d9448db05f773ce2cef4f161b038e526586bb571,dchritchley97,7.228.174.40,b813:1afc:5bd3:d509:ad61:f61:b720:d75a,,,Quo Lux,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-07-10T12:43:43Z,22:57:05,bef306480aded683f1db23211c159a1c8d9d7f1d,rdackombe98,38.7.159.127,c4cf:2011:2b1e:332b:2419:f891:55b8:aee6,,,Prodder,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-07-20T00:46:45Z,14:42:40,a7574670b2efb3935b54bbe2615cd76dab70c7fe,agiabuzzi99,145.112.142.212,67e6:da79:24ae:df2f:fe91:3168:9d27:28d4,,,Konklab,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-08-26T13:23:51Z,09:18:44,75fc98316ee1186d2f24d7f0f6f65d222e830378,ikroch9a,31.43.169.137,796:c9ab:b026:fc87:9ae2:37f0:eaf:492a,,,Tampflex,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-03T17:09:57Z,07:00:03,6b63314161ff2cbed9ec4ff591ebee0b334ba70e,jlarroway9b,18.163.229.19,ba08:b47b:4343:3f9c:23a3:444c:52:765e,,,Bigtax,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-14-28T08:00:11Z,03:55:49,8626dad1d9aebd1de011d113bd9919d7566a3f33,kguillon9c,57.152.50.118,f54a:e372:9371:6e6:facb:b08c:2669:fb58,,,Flowdesk,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-11-05T02:58:25Z,02:00:56,088f505e78ca1e7389e18b6430e9cebe5dbdf7ce,bbuxy9d,196.212.96.32,5c3f:e1ec:8d5f:a110:1a28:3369:cfe5:3631,,,Bigtax,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-13-14T13:16:09Z,22:54:59,84d99e8526651ba09663dc07e7869284b5f8a03a,breveland9e,11.248.81.131,532a:edab:a760:77b2:1e37:2d1f:f68f:555f,,,Tin,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-10-08T01:39:17Z,23:48:26,6c50b094874d56d9fc9b4e61dbc178d0745aface,rscorah9f,59.73.27.56,f498:ba80:9ef:d0ce:19d:5c54:3a6b:214d,,,Treeflex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2017-06-17T16:17:52Z,23:12:44,4bc18fc63660658bccbc19975cd9ca347e6074e1,aswafield9g,161.38.90.255,4bcd:e507:a34a:de85:d088:cd1e:3c1d:752e,,,Konklab,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-10-01T13:41:25Z,06:26:50,9cfab9687cf6ad1364b3e55f31b3e79612ed280e,amcclaurie9h,123.145.216.127,4734:11a:e0a1:3fe:d23e:8dcb:b729:edf9,,,Latlux,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-14-03T18:39:22Z,09:48:45,d4097055ac3d5d0213939b94443487352c611c2d,rgardiner9i,241.157.20.35,7941:2bd7:4635:ef4b:d734:f55c:6608:928e,,,Bigtax,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-10-10T07:59:33Z,22:25:43,9b81c32da6c7fa8783283993254dadee62cc1a83,kcruz9j,140.227.4.48,9044:8dce:b16d:9e70:b792:17b3:84f2:937e,,,Zontrax,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-11-05T03:36:57Z,23:00:35,c57c82eb2fc307ce4df12217875061e416f6600b,khasker9k,61.23.123.216,4696:87dc:41a8:f254:d5d0:7f6f:bf1:25c,,,Zathin,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-02-01T18:05:20Z,16:59:24,bd06ead2fc618353c74886cae96a6eb2799a83ae,cruggen9l,127.170.233.236,f516:7b89:75b7:7601:b81d:9b7f:fce0:1aa,,,Kanlam,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-08-25T01:47:56Z,19:49:02,d550dd48b0228c2068d63f5b0d9ccd18fbba4408,acroke9m,98.62.235.139,83fd:db9c:cb62:1ded:1600:4710:b158:c231,,,Voyatouch,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-10-23T07:18:47Z,23:40:53,e9949c178fd4430d05ad5106f7317e8b422c39a1,rdawidsohn9n,148.69.73.228,fe25:6221:bd69:394b:b566:2e35:bdd2:27f3,,,Fintone,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-08-04T11:44:11Z,12:47:35,c836b44f98f560320c345703894fb347bca7dfb1,zcuerda9o,232.23.168.142,97e2:1d98:e1a:e400:e70d:4b85:8c40:fdb9,,,Alphazap,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-10-13T14:23:53Z,14:53:05,e8b9f96e731ba1345c0d1d580a4bd2c4e874a60d,rheathwood9p,141.230.171.138,356f:9ff2:17ff:79c2:cb57:3403:1e1e:5d70,,,Bytecard,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,10,12
