date,time_detected,user_sid,user,origin_ipv4,origin_ipv6,description,server_dn,computer,os_version,domain,event,action,subsystem,result,indicator_ids
2016-12-13T12:36:27Z,02:01:20,370b90554f3edb6c8309adf93e7600a99fe12b47,tstanionj9,133.48.127.156,e0f7:57ea:9c6d:fc6e:b202:7fda:e14d:b153,,,Mat Lam Tam,Windows 7,Regrant,NETLOGON GcSiteCoverage parameter changed,,,, 
2016-13-25T16:53:23Z,04:03:59,14c86af3f564a20ca30fac7ad377e3ade474d66e,bbrattonja,147.81.122.145,b165:630f:5c58:2c56:940c:dbab:ff2b:5233,,,Cookley,Windows Server 2012,Zathin,Guest account disabled,,,, 
2017-10-24T20:56:28Z,01:14:23,d6bdbab7f8fbff79afccd9aba98aa1ca318fee7b,bellardjb,233.89.106.239,2bc5:9287:170a:90a7:7274:6cc5:ae53:500f,,,Tempsoft,Windows 8,Subin,Computer account disabled,,,, 
2017-08-03T17:17:05Z,14:19:49,c0b727c8263e8d172e999e81ad6e546729c21332,zloweryjc,172.38.86.40,72a8:c22d:94e6:9029:bd2c:7ab:9baf:3dee,,,Voyatouch,Windows 8,Bytecard,User samAccountName changed,,,, 
2016-13-22T13:18:47Z,20:16:15,52d180cb1ac46729357f660c5663fc49cd5bd35f,psammonjd,76.199.81.106,ffcc:a086:fde:af94:5243:1850:7232:57bf,,,Alphazap,Windows 7,Wrapsafe,Enable Remote Control changed for user object,,,, 
2017-10-21T11:54:18Z,17:53:42,75856ecfe43043568a02eaf3a9bf622c11655f57,psmalemanje,190.77.50.37,c9a5:1bc6:6199:9965:84c5:2416:e0f2:8528,,,Namfix,Windows 10,Pannier,Domain user renamed,,,, 
2017-08-20T13:49:46Z,16:17:15,7d5e32e1eb7329c2bb943efdeb8067635df3d8cf,ecleryjf,9.143.51.133,33e2:9ad5:83a1:e175:f70c:902d:4421:4eed,,,Zontrax,Windows 8,Rank,SYSVOL folder ownership changed,,,, 
2016-14-30T22:19:58Z,02:21:31,b3c288a22a8904ae2b1e3a26fe8412360ac93f63,fodunneenjg,206.228.199.204,c310:885c:83b3:2eac:774c:99af:f497:8470,,,Hatity,Windows 7,Span,Nested member removed from critical enterprise group,,,, 
2016-10-27T17:33:51Z,17:18:35,70308cb21536939eb75e921bcc47515b736edba7,eleeuwerinkjh,140.126.199.68,5f0a:5004:f991:2886:8713:3427:8d4a:fa06,,,Ronstring,Windows Server 2008,Treeflex,User Account Is Trusted For Delegation option changed,,,, 
2017-06-15T06:22:35Z,01:13:18,657cd5095fe2ce95d55795e8057311c445f64fc5,crosterneji,47.225.183.90,ede9:b8b1:ccc3:6a40:3bd0:a904:36dc:687a,,,Tempsoft,Windows 10,Tresom,Domain controller added to domain,,,, 
2017-06-17T04:06:30Z,10:09:22,381c5114eec62483826149b9c61891e71ec272d0,rblanpeinjj,181.214.24.4,ceaa:e3aa:1593:c931:b3f:6086:2ad4:7b51,,,Matsoft,Windows Server 2012,Andalax,OU group policy order changed,,,, 
2016-14-28T11:21:38Z,09:10:15,5a0e64ef7df757b647e6066b8c8efdd7ea99c98e,wreilingerjk,223.222.118.84,f6b4:cb80:81a8:4e07:c6cc:8d2a:d06b:6b06,,,Stringtough,Windows 10,Wrapsafe,Read-Only Domain controller renamed,,,, 
2016-13-10T23:43:15Z,02:51:05,a5e139f86a78eb52df11ab95be3be17c3ed34b4d,achastagnierjl,58.169.95.199,7fb1:156d:4b02:d114:beca:d771:902f:91ba,,,Holdlamis,Windows Server 2012,Fixflex,Computer moved,,,, 
2016-13-08T11:52:43Z,18:10:34,bf02e51310fdc198e830df1532bbdf0bda0fd9ab,gmarchellijm,185.49.41.222,8bbc:28fb:6f5b:3077:af0e:1e13:d53a:3f27,,,Namfix,Windows 10,Mat Lam Tam,DACL changed on user object,,,, 
2016-14-12T22:00:39Z,11:05:20,9011fab13bf5c14890d89770bc2793cc8a3dbad9,bdelacourtjn,47.147.105.11,6b4f:f2b2:ea27:181c:287c:da80:8fee:8527,,,Quo Lux,Windows 7,Alpha,SYSVOL folder ownership changed,,,, 
2016-13-15T05:25:59Z,14:51:35,93f1c1c62a549965f9bdf689d97786d8fe94dc7f,ncrinionjo,14.233.184.52,998f:d7d6:60a6:f85:6ae2:3e5:ca8b:1830,,,Otcom,Windows 7,Voltsillam,Group samAccountName changed,,,, 
2017-09-25T08:31:12Z,12:14:38,9825d46725f99ec8bfb732603459d69a6a66cc9c,wmorreljp,191.242.10.157,257c:b669:6a1:313b:62fa:ef92:bb18:5dc4,,,Tresom,Windows 10,Greenlam,Domain controller added to OU,,,, 
2017-07-31T22:26:15Z,12:45:27,efa12f53dcb307ac604bf2b4eb113e9b3e0435b3,hgavinijq,198.160.209.41,3f3e:36d0:c3e8:8953:8744:34c:38a5:6b9b,,,Trippledex,Windows 7,Konklux,Alternate UPN suffix added to OU,,,, 
2016-09-28T01:38:02Z,21:25:54,13e6400f914cbce44bffed69456659d5538c35af,jmorpheyjr,152.147.224.230,f337:a6b9:74bd:addb:a9e6:111d:78fb:55b6,,,Tin,Windows 10,Sub-Ex,Class removed from auxiliary classes in schema,,,, 
2017-06-20T08:17:39Z,12:17:37,5654dd1020a581db04189af0f0907226c197e20f,iambrosinijs,224.18.111.28,ffc7:bc2d:e352:646f:4d2b:cb07:cdf1:8555,,,Tresom,Windows Server 2012,Lotlux,Schema attribute Confidential flag changed,,,, 
2016-09-23T20:05:46Z,03:51:08,6c523cb9389509d27dada22293b273f896a8ba70,bpaudinjt,103.79.231.44,4856:96cb:a7c8:f22:8b77:5a30:cd3:bc7b,,,Job,Windows 7,Holdlamis,Enable Remote Control changed for user object,,,, 
2016-10-06T21:33:53Z,21:30:06,98fe43003e484d16bac59a156c05b3fc9a0e8a3e,ccrosdillju,217.79.42.124,61df:6e1c:e2c6:690c:d49:b056:ea6b:3d89,,,Otcom,Windows 10,Daltfresh,NETLOGON diagnostic logging parameter changed,,,, 
2016-09-26T22:33:42Z,11:55:13,04137c40b192993e92691ae499cc968570b9e82c,wtowerjv,218.15.118.161,f2dc:1fcd:6ada:d397:9f50:bfe5:66af:bf47,,,Wrapsafe,Windows Server 2012,Job,Domain controller renamed,,,, 
2017-08-19T01:31:45Z,21:00:39,3e41f8a532636cf56e8b0878596fabe44f165964,cjordonjw,124.49.194.244,42f0:948a:5195:afc:a29b:bf13:36b6:7e96,,,Ventosanzap,Windows 10,Tin,Schema object disabled,,,, 
2016-11-01T19:03:54Z,23:28:00,ec4da7e58535deb9ab4df4d5dac0b9c6252f9b28,bburfieldjx,57.95.178.47,7cb0:8d8f:9649:fc14:df08:d3cb:ecde:37a0,,,Temp,Windows Server 2008,Sonsing,Nested member removed from critical enterprise group,,,, 
2016-12-10T19:40:38Z,13:45:36,751dfb3b069c265eeb3a5d2340185eff9fa73915,jgrgicjy,131.213.47.129,a202:dcc9:521a:bb0c:6da4:e97a:8102:9c72,,,Voltsillam,Windows Server 2008,Zathin,Group renamed,,,, 
2016-10-07T16:18:59Z,22:09:01,6d5c6e6670c2fdb42b714a47e5e9751988275c76,jangrovejz,92.239.149.250,3d2:bdf5:a10e:c905:3f62:920b:6afa:6f77,,,It,Windows Server 2012,Prodder,User account re-enabled,,,, 
2016-14-11T12:24:06Z,13:11:18,2f59c6b05b05c26cabb6ea274dd71c2ed3704948,mechellek0,14.152.204.39,d11:67fc:c21c:d7db:9e11:5ba9:3d83:5c0c,,,Toughjoyfax,Windows Server 2012,Cardify,NETLOGON LdapSrvWeight parameter changed,,,, 
2017-05-23T21:28:49Z,05:55:09,6bf8a91e59bd9c763e3acd01599a40d8bca37fa5,mpleatk1,244.160.81.66,1270:67ac:c89a:84ec:fa48:2b21:a917:9f01,,,Ventosanzap,Windows 10,Sub-Ex,User object moved,,,, 
2016-13-26T14:55:07Z,07:43:01,c090e8fcd9fb1528d85f59ad5b22f0bc58e33656,drathbournek2,227.15.203.0,a75a:8fa3:b3f1:c564:a08f:be7:fde:2311,,,Tin,Windows 10,Rank,User member-of added,,,, 
2016-14-17T23:51:48Z,05:53:04,3deb32713cc5323acd3777288cb50251ef17df40,dablek3,47.90.221.111,de23:aaea:a2b2:8a94:f7e7:7dc:8b1b:44f5,,,Cardguard,Windows Server 2008,Job,Domain controller removed from OU,,,, 
2017-10-27T02:10:12Z,19:27:38,d9d65efce825b3379881538cb4217a008ca220b8,dlangforthk4,63.84.234.73,7c5:dc5a:db85:2c50:b5ad:f298:ed18:4d67,,,It,Windows Server 2008,Toughjoyfax,User account disabled,,,, 
2016-10-25T16:46:18Z,09:06:04,6ff5d436c8be9d7e8504656f72da2fc42f0de77a,kkornousekk5,203.197.64.181,a565:d14b:1cf6:cfb0:74e:d708:2100:36b6,,,Quo Lux,Windows 7,Regrant,Schema attribute added,,,, 
2017-09-19T23:38:04Z,05:47:22,40658ff1b33e8299932ece6f818bde7c46974b29,aaumerlek6,211.180.252.94,29ad:9953:9a1b:ae64:ab55:6da3:a57b:fe59,,,Biodex,Windows 7,Latlux,Group object moved,,,, 
2017-07-27T10:31:28Z,21:59:04,23cf1746be00e812b2c810b664b5f623da1fbfea,smcfadyenk7,63.83.168.36,8b45:4618:e512:4d56:471e:47c6:803:43f0,,,Subin,Windows Server 2012,Redhold,DACL changed on AdminSDHolder object,,,, 
2017-06-16T02:55:10Z,13:55:21,6d304182b096856d8d5855eb1ef0703e06781eaa,tkulask8,252.36.147.34,146:b7cd:c0b8:2ac9:2688:8327:f557:883,,,Flexidy,Windows 10,Transcof,SYSVOL folder ownership changed,,,, 
2017-05-28T15:01:44Z,16:56:43,817eda60c3deb0998c2ee73829afd53505ad2a65,atwelftreek9,55.148.192.174,949d:ea18:5d40:872:6680:ee60:a841:da23,,,Overhold,Windows 7,Alphazap,User account locked,,,, 
2016-12-20T05:41:10Z,04:35:19,9324fd7783b55bc88edbd3490495186149f943e0,cmcnaughtka,79.254.78.234,c6e2:1c1e:81f1:785e:b8a6:d424:1429:bc0a,,,Daltfresh,Windows 10,Lotstring,Subordinate OU renamed,,,, 
2016-10-26T22:35:03Z,19:30:15,1d61389a5f4ba1c1a3130a2c91ee231a461c09d1,hparmleykb,113.229.14.174,eb1f:4072:d35d:4c13:621b:dc60:2ef0:194d,,,Tres-Zap,Windows 10,Cardguard,Computer account enabled,,,, 
2017-08-18T20:08:19Z,04:28:48,ac55431663029e83a2029110399d5074286d3f29,dmacanellyekc,159.241.52.81,1523:1121:bffa:e94f:4d5e:5b5c:223d:4b69,,,Zoolab,Windows Server 2012,Y-find,User object moved,,,, 
2016-09-19T09:57:04Z,23:05:40,1d0a53f058e18e9725ea340769c48baca235294e,tnorcrosskd,125.142.56.32,1613:d81f:6749:858d:e441:7918:9b41:c5c3,,,Hatity,Windows Server 2008,Lotlux,User password changed,,,, 
2016-13-01T09:06:56Z,05:05:50,410b6865af7bfcc30f07d3e3a172a175073863c7,hpantecostke,164.3.226.83,bb75:e212:65d1:a66b:9a97:b17a:9001:1397,,,Sonair,Windows 7,Stim,User object removed,,,, 
2017-05-22T08:52:29Z,21:15:38,55e7b38f1ea65e00e349356fe8c315c21e4aa724,lhoulstonkf,123.223.141.161,1876:addf:4ce7:641:699c:d2de:9de:13b0,,,Pannier,Windows 8,Veribet,NETLOGON CloseSiteTimeout parameter changed,,,, 
2017-09-03T06:27:08Z,08:30:43,540456cb1444edf0b75349d8b3984ea51d3c37e2,afursekg,248.138.6.240,4eb4:5a9:f98f:4298:59c8:1b35:b822:88a1,,,Lotstring,Windows Server 2012,Voyatouch,Subordinate OU removed,,,, 
2017-10-01T02:59:26Z,16:11:33,11c96f8e16a66b0cc750c30715797617d458605e,ksutherelkh,64.240.3.45,a22a:8e5e:a963:7b74:af9f:1ab9:2e77:33ef,,,Tres-Zap,Windows 8,Stringtough,Group member-of added,,,, 
2016-09-31T11:34:27Z,12:15:08,b3b407dee2d6f9ac1c2dd9b53888b2b978b02368,feouzanki,231.25.209.13,5966:db17:8dc6:ddbc:905:997f:485c:129a,,,Tres-Zap,Windows 7,Zamit,Guest account disabled,,,, 
2017-09-27T08:56:36Z,03:23:27,b884d6ee7dd59e525e2ab6a81e0c51df31f0f820,cmcfaddenkj,224.13.90.22,42e1:2d87:cbb2:6c21:9cbc:f500:3a22:ff70,,,Otcom,Windows 7,Domainer,Enable Remote Control changed for user object,,,, 
2016-11-08T11:34:58Z,03:53:32,3c0add9fbff5fc3fcc6a0f8e6e6e7c360bd136df,jcostellowkk,203.93.5.112,6478:7318:7804:c784:eb0a:f837:dac:4be5,,,Y-find,Windows 7,Zaam-Dox,NETLOGON DnsAvoidRegisterRecords parameter changed,,,, 
2017-09-14T14:01:38Z,10:43:35,e9fcc8d3c780a17a86e53f08498851e7192535e3,blemariekl,169.24.55.197,65fd:c6d9:84b9:e42e:537:167:bd9d:b1b3,,,Viva,Windows 7,Alpha,Group object removed,,,, 
2017-05-14T16:55:16Z,18:50:33,29f510b251379d474414415f1b4fa5e283745ab3,fevenskm,23.178.116.97,2e09:f458:5b76:28aa:26aa:8e5f:2d28:c84b,,,Holdlamis,Windows Server 2008,Treeflex,Group object added,,,, 
2016-12-26T03:29:18Z,21:36:11,685760817fe5eaceb51cee88e31529470e28341d,lnyssenkn,9.206.251.40,14c6:bf42:3ae5:ed09:63bc:d5aa:a7a0:8edd,,,Rank,Windows Server 2012,Cookley,Guest account disabled,,,, 
2017-07-02T12:22:29Z,18:57:00,53be5775d4edadbd74747433b8d4d94aae7273e9,nlongleyko,186.138.103.75,2291:a687:7ca5:daa6:abc0:bb67:ce9b:91e,,,Transcof,Windows Server 2008,Matsoft,Owner changed on user object,,,, 
2016-14-02T17:12:57Z,17:37:00,148f4d0a7e8d840e6a3e53ae61774695774e45a9,apranglekp,125.34.136.108,646b:a2d2:d12c:9383:6d09:e437:4c7a:ec24,,,Namfix,Windows Server 2008,Sub-Ex,Member removed from group,,,, 
2017-09-30T18:43:09Z,16:08:25,a3ae82dbce0035c188eef850b38cd955b331553a,yorrittkq,203.208.15.75,6381:d2e1:3d06:bd15:3f17:a1fb:e6b6:22f,,,Stringtough,Windows 8,Latlux,Enable Remote Control changed for user object,,,, 
2016-11-06T02:06:47Z,12:18:42,5091a114544872f4e3abc361d4685fee29a2fe8a,plindenkr,201.162.252.240,5ed6:d1f0:6e3b:8407:1ad8:f22c:460c:fbb4,,,Konklux,Windows 7,Zathin,User samAccountName changed,,,, 
2017-10-16T08:43:19Z,16:33:40,dec16ff4af49e11f7ff227b63da4693b4702a0bb,cmintramks,159.52.150.225,809:bf61:123a:b8c7:7ad8:a50d:fe91:6ffd,,,Viva,Windows Server 2012,Subin,Level of Control changed for user object,,,, 
2016-10-13T18:24:20Z,18:11:05,963af94a3e7404ddfa68c0a1a61c4bce5a40f864,mcarlissokt,61.229.34.32,cd32:8ed3:bc8b:9703:7908:2f88:c233:e4fe,,,Pannier,Windows 8,Holdlamis,Nested member removed from group,,,, 
2016-12-22T07:29:23Z,20:56:54,46b3702cdc851c3eb3bf0e1b3e41cf6c476dfba7,eberriballku,4.25.54.115,2144:9453:7347:7158:857d:7b:3453:6a0,,,Tresom,Windows 8,Domainer,User Store Password Using Reversible Encryption option changed,,,, 
2017-08-25T23:03:35Z,13:51:57,1048f4377dacd00b24b1e2ca2ebb662637b41cf2,nbonomekv,36.244.176.17,8f5f:871b:430a:fa91:ee4c:3939:b0d8:9eec,,,Rank,Windows Server 2012,Span,NETLOGON SiteName parameter changed,,,, 
2016-14-03T02:52:12Z,05:20:34,decff2468e7dcdd0d6fc75aeb98a42629b567f05,gfardykw,122.56.33.202,cef3:bb3f:1b9:e10a:b74e:3b0c:aed2:85ad,,,Span,Windows 10,Veribet,User samAccountName changed,,,, 
2016-14-24T03:59:52Z,21:08:44,4260855d1975985e61227b9492b62b20885ad758,ualgarkx,68.56.230.39,c9c3:8d6e:8ce8:8e0:121a:b1a5:bffe:479c,,,Quo Lux,Windows 7,Transcof,NETLOGON GcSiteCoverage parameter changed,,,, 
2016-14-12T00:17:27Z,09:40:05,1f0fb4e3b3584639720efcd4706d9869f1ea0b31,tkeitleyky,16.176.82.123,f6eb:75d4:bee7:743a:2393:d33a:cb1a:b981,,,Fintone,Windows 8,Bamity,User member-of removed,,,, 
2017-07-29T13:33:07Z,08:44:25,92ede2d898bdca020dbec3249e63b99bcdc1c476,ihugkz,240.165.252.86,a8d9:dfca:3aba:58d9:6024:f98:da84:deea,,,Viva,Windows 10,Veribet,Group samAccountName changed,,,, 
2016-11-20T05:04:08Z,12:03:53,d4b0f6e1668496f12bab22faa3b5b19dd44f4f42,ucheall0,193.183.247.157,2f72:6b4a:bc48:6f49:fe4e:35c3:9413:9796,,,Duobam,Windows Server 2008,Mat Lam Tam,User Do Not Require Kerberos Preauthentication option changed,,,, 
2017-05-26T04:30:46Z,14:01:44,869f5881519ac3a033e5d1bc43bb07629664fa20,tyurikovl1,213.166.232.150,487d:69c5:db9:a62d:e2a2:2006:baed:5f9,,,Mat Lam Tam,Windows 10,Treeflex,Class removed from auxiliary classes in schema,,,, 
2016-13-12T13:35:01Z,23:12:00,91ded0312e6f11a2f00ca636d65a025acdf203e3,agwilliamsl2,25.200.87.193,ffca:164d:55af:c8a:f485:d617:743f:cbba,,,Ronstring,Windows Server 2012,Duobam,Guest account disabled,,,, 
2017-10-22T14:58:02Z,03:32:11,5834012fc3eb3728897e0aed0b3296c0e712e7da,meyaml3,32.113.162.66,19ef:5b02:637:cf5:ce1b:7375:f828:913c,,,Redhold,Windows Server 2008,Latlux,User account unlocked,,,, 
2017-09-03T14:32:34Z,06:53:32,f1ad06b41b0c7b5567967f1f3c561469ccee7043,kgaitleyl4,0.162.49.23,ff0f:5554:f5c6:c2b6:d7b7:cb61:65:725b,,,Mat Lam Tam,Windows Server 2012,Alphazap,User Account Is Sensitive And Cannot be Delegated option changed,,,, 
2016-12-26T15:00:49Z,15:18:35,3dd9710ba10b630de72227c0738256310797851f,lgodfreel5,100.59.76.182,3575:1104:698a:284d:7731:d838:abfe:e31e,,,Zathin,Windows 10,Bytecard,Guest account disabled,,,, 
2016-14-07T17:25:32Z,19:14:20,0e988b8c7fa402225248b1e326fc9e8316b504bb,cskivingtonl6,5.253.32.50,bcc2:38ad:b3c0:8815:eea9:7c25:998c:41e9,,,Zathin,Windows 10,Job,User object removed,,,, 
2017-09-12T19:35:09Z,23:01:47,3b6adb157973f4be01d20ecdcc5cef89466efa0f,jchateaul7,12.105.88.5,9efe:7c:83da:d590:b5c1:3318:3b18:8d85,,,Rank,Windows 7,Konklab,User object removed,,,, 
2016-10-26T21:28:21Z,06:49:57,b6d95bd0a65ee0e29dfca1f6ee78c668893ab286,cdraaismal8,32.75.229.150,bffb:b7fd:85fb:9d2f:5e78:f2b3:e6c1:5851,,,Zoolab,Windows 7,Overhold,Delegation Authentication Protocol changed for user object,,,, 
2016-14-14T14:59:36Z,17:47:56,770b465b2fbc6ee94277b4baf220863ad95d7c0c,linesonl9,248.97.161.65,ca01:4c20:e335:35b0:770d:8950:4e4f:7be8,,,Holdlamis,Windows 8,Duobam,User Must Change Password At Next Logon option changed,,,, 
2017-05-16T18:19:14Z,18:12:24,1413fc41aac386c35508290e826f16e8be8100ed,mhastilowla,250.247.41.95,dbd2:1dfd:f766:a660:8d22:32a7:1c8a:9e0c,,,Opela,Windows 8,Matsoft,Group samAccountName changed,,,, 
2017-08-08T17:24:32Z,21:29:44,8989011f6f72ca0e1b810aafbae55eac0d95e3b3,imarclb,159.10.234.20,d6aa:ba03:e22:2f28:b3d8:6a01:116e:b1d7,,,Vagram,Windows 10,Flexidy,Computer renamed,,,, 
2016-13-25T13:24:33Z,23:37:24,4d0fdf935c4f70b19c967ab94072d393bbc31583,erabllc,56.50.197.77,1f4:430e:597b:752:4c51:a155:10fd:5bb9,,,Bitchip,Windows Server 2008,Greenlam,Owner changed on user object,,,, 
2016-11-01T11:44:36Z,02:04:39,5af095a50e1f69f4b8a4ad617e2d6a9a471920f5,dmilald,51.175.131.191,bf48:c089:988d:7df:35b6:9ff4:49de:ba77,,,Fixflex,Windows Server 2012,Sub-Ex,Attribute removed from optional attributes,,,, 
2016-12-18T01:33:47Z,20:44:16,478cd6219fc2ed5d82876d039e6492b7bb5c6fe8,lvanlintle,20.248.41.29,556d:b846:24d4:d622:6edb:3b53:a9db:3b08,,,Y-find,Windows 7,Opela,When Session Limit is Reached changed for user object,,,, 
2017-08-05T00:23:48Z,11:19:16,b97898bedef3adc76ac9dcfa3797fc9c102a64f5,sjoanlf,26.151.193.159,3f1e:70d3:8b3e:5c29:6d96:d9bf:8f60:b7f0,,,Sub-Ex,Windows Server 2012,Zathin,Group renamed,,,, 
2017-08-14T13:01:49Z,17:46:59,1e17ffedb007226d4b5910c605fda76e9b64d773,crapportlg,12.227.236.105,2af2:7c75:d005:79cb:be80:9bc9:5c24:224c,,,Sonair,Windows 8,Cardguard,Computer account enabled,,,, 
2017-11-04T00:44:19Z,12:11:18,763e6d17f7c190c73cc5c1605a5916ba78bdc597,bsimcolh,208.67.51.195,9cf4:29a8:c7c0:3644:9a1c:def1:b93c:d4eb,,,Biodex,Windows 7,Bitwolf,User accountExpires changed,,,, 
2017-07-05T06:14:18Z,12:06:47,5a3fd137d0afc0cd1edc2a067c073d1f2b460a42,tpriddenli,103.3.5.77,953a:5f15:477e:66bf:2f9:504e:9935:c9c7,,,Veribet,Windows Server 2008,Flexidy,Domain controller added to domain,,,, 
2016-11-12T10:59:49Z,11:15:54,9988615c9c7108ef70e5508d601b02fe6646325e,msidrylj,2.2.92.57,cb90:3c6c:67ba:1e13:5081:5edd:7d6d:8f1f,,,Bamity,Windows 7,Span,Schema attribute GC flag changed,,,, 
2016-11-01T00:00:52Z,07:41:31,b89625333d577fc303d81fdf2ca7c6f6a3064002,nflowerdewlk,183.52.188.52,62b9:9ccf:ddbf:c05a:b149:f454:ea35:163a,,,Tresom,Windows Server 2008,Gembucket,New class added to possible superiors in schema,,,, 
2017-10-02T15:29:51Z,10:42:07,62203922b671dc979be5789ba02f4978c83418d0,hcomleyll,180.138.79.44,37b4:2174:31f:1adc:c0ad:842b:f30d:45dc,,,Y-find,Windows 7,Rank,User userWorkstations added,,,, 
2017-10-26T23:13:59Z,23:44:04,61d8ce4c2f6b60840d9fc64c43faecf21eba035a,apuddlelm,1.233.0.43,352e:e106:c300:115b:68f3:2f95:a929:fde5,,,Zathin,Windows 8,Flexidy,Alternate UPN suffix removed from OU,,,, 
2016-10-31T00:37:45Z,03:37:26,7c8dbf7ceda2a58d40a6ed7a17950585fd04ab7d,zpiersonln,25.49.154.28,bb16:ea1c:477f:2f33:90f0:e187:68ff:2a49,,,Cardify,Windows Server 2012,Biodex,Computer account disabled,,,, 
2016-11-25T05:55:30Z,22:28:09,b8850a4df18f3c8d833e84766d66ada10a62e54a,deilertlo,6.195.59.167,8a54:1490:a317:cab5:2e8d:e4ea:8ee9:5bdd,,,Kanlam,Windows 7,Prodder,Schema attribute GC flag changed,,,, 
2017-11-08T09:17:49Z,21:09:21,c04b922641de6303e7542ba738e21872543ced14,hmeakinglp,115.126.99.216,83dc:2ba1:9aad:eea7:b90f:3853:46d7:55c1,,,Tempsoft,Windows 7,Bigtax,Enable Remote Control changed for user object,,,, 
2017-07-01T04:24:19Z,07:35:27,41a90b0318f13e6bf6c4846da79faed1d6d8d832,sjammeslq,21.99.93.155,eb77:1a73:a469:e11d:6de3:ef44:8fa4:c774,,,Fixflex,Windows 8,Tresom,Primary Group ID changed for user object,,,, 
2017-11-14T06:47:57Z,23:42:41,f6c357cc0e47fca1730ad686d1071b9dc4bc96fe,lallberrylr,111.206.36.201,4a90:5a57:1a0d:b913:fe9f:7c80:b458:4340,,,Regrant,Windows 8,Bitwolf,Nested member added to group,,,, 
2016-14-04T02:28:06Z,21:37:20,ed2fec5af1438fda01163887599a08a5a4efe393,olenehamls,156.200.187.253,a730:7b85:c1c4:cdee:77b:b2eb:8f2d:346f,,,Pannier,Windows 10,Greenlam,User Account Is Sensitive And Cannot be Delegated option changed,,,, 
2016-13-01T22:42:40Z,16:59:01,a00e3cecca166ace8114fd59f7823c34251b066f,rsprakelt,101.23.81.82,7f5:7e81:bb7c:a61b:2663:dc8d:403a:ccfa,,,Tampflex,Windows 8,Andalax,Service Removed from Delegation List for user object,,,, 
2017-11-16T13:15:30Z,01:07:20,6efce42ce5cf37e6659b98e1c7bc88b1f543d630,dfarrerlu,175.161.1.138,f3bb:a2d6:efe4:6a24:ea4a:98c6:deed:4c71,,,Fix San,Windows Server 2012,Quo Lux,NETLOGON SiteName parameter changed,,,, 
2017-05-03T16:07:16Z,20:14:49,05c2ab8b24d232060de56a7d486399237e85c000,tbuzzalv,9.220.5.186,741a:3c70:fd2c:3bb3:8b7d:a279:5915:8d22,,,Aerified,Windows Server 2012,Zoolab,Delegation Authentication Protocol changed for user object,,,, 
2017-10-29T19:34:09Z,13:28:28,23cdfeafc0fcd6372a5f281977afd1717d17196b,bmenendezlw,253.64.233.9,4342:2e3b:8177:ada0:2b08:88f:6240:8a7e,,,Zathin,Windows Server 2012,Bytecard,NETLOGON CloseSiteTimeout parameter changed,,,, 
2016-12-18T03:16:23Z,14:54:20,6ab1411de4710e1ba62e9657200efab740d749f4,jtuttlx,33.134.206.117,5209:10ed:e4a:e4e:5666:3a3a:d29d:b45f,,,Konklab,Windows 7,Lotstring,Read-Only Domain controller added to domain,,,, 
2017-08-25T23:25:12Z,20:56:58,7a76b1b72b55bcdb2ad2a79e3ccb73ff0e06cb42,fvalentettily,107.131.27.131,2d62:cdd0:c4cc:3f8c:bcd8:c35f:775f:ea19,,,Tin,Windows 10,Tampflex,User account locked,,,, 
2016-10-23T09:12:27Z,18:12:27,7019e6c56bf589d9c42742fa1ecb35464591afa9,sdagostinilz,120.20.181.40,bf99:a105:cad1:d323:4e99:8949:492:9a57,,,Daltfresh,Windows Server 2008,Alpha,DACL changed on AdminSDHolder object,,,, 
2016-12-31T22:08:43Z,09:13:25,f81c174232118a9f4dac94217d4d96925524a21f,jpickworthm0,153.243.186.143,1870:c7d1:d7a2:fdcb:e39e:10ea:d09c:9f88,,,Pannier,Windows Server 2012,Biodex,Schema attribute defaultHidingValue changed,,,, 
2016-11-08T14:49:42Z,16:00:54,0a1107c105400de0d127c940e3b49ca8e6e426a5,kdulieum1,224.23.74.202,731f:88eb:25e5:9236:e3a2:323f:d2cf:e594,,,Vagram,Windows 8,Domainer,DACL changed on computer object,,,, 
2017-05-22T21:54:04Z,12:47:01,c8abb431955c46421c809cfc0d8956b4a344ac38,bbottlestonem2,32.244.179.182,f819:8c0d:2043:af16:8e2a:4a09:2185:ab92,,,Bytecard,Windows Server 2012,Zamit,User account locked,,,, 
2016-14-19T06:45:41Z,17:15:28,d74cef5a6aad6a9e32da53883ebd7debcf4baaa3,hbertlinm3,185.133.21.79,e154:d435:23d5:bd7f:66b4:9ddf:350:2ee5,,,Trippledex,Windows Server 2012,Cardify,Idle Session Limit changed for user object,,,, 
2016-11-01T09:39:16Z,13:02:20,ce8c37af76d007ef28805f8fe05c4d9091fbe146,ibrabonm4,129.219.77.171,c496:89a9:a8af:5676:83dc:7409:ef1b:47b,,,Zaam-Dox,Windows Server 2012,Zathin,NETLOGON DnsAvoidRegisterRecords parameter changed,,,, 
2016-11-17T15:15:05Z,17:11:22,9f2e3d4615eb4f1bc5c4d7877f5d4f927c68ffc8,svandeveldem5,123.159.107.244,1c53:fc05:9396:2be0:3f14:9824:203a:baf9,,,Greenlam,Windows 8,Fixflex,Logon Script changed on user object,,,, 
